orderId,customerId,orderDate,totalAmount,status
O-001516,C-00440,2025-06-07,3976000,SUCCESS
O-001517,C-01068,2025-06-03,3982000,SUCCESS
O-001518,C-00151,2025-06-23,386000,SUCCESS
O-001519,C-01967,2025-06-09,3232000,SUCCESS
O-001520,C-00425,2025-06-10,3165000,SUCCESS
O-001521,C-01341,2025-06-09,3008000,SUCCESS
O-001522,C-00296,2025-06-27,669000,SUCCESS
O-001523,C-00855,2025-06-15,3339000,SUCCESS
O-001524,C-00333,2025-06-21,3930000,SUCCESS
O-001525,C-01482,2025-06-26,2535000,SUCCESS
O-001526,C-01752,2025-06-03,2492000,SUCCESS
O-001527,C-00072,2025-06-13,4765000,SUCCESS
O-001528,C-01852,2025-06-08,2778000,SUCCESS
O-001529,C-00059,2025-06-25,4344000,SUCCESS
O-001530,C-01288,2025-06-07,4692000,SUCCESS
O-001531,C-01410,2025-06-09,860000,SUCCESS
O-001532,C-01355,2025-06-28,2947000,SUCCESS
O-001533,C-01577,2025-06-06,2066000,SUCCESS
O-001534,C-00557,2025-06-05,2904000,SUCCESS
O-001535,C-01280,2025-06-25,2057000,FAILED
O-001536,C-00542,2025-06-15,4684000,SUCCESS
O-001537,C-00984,2025-06-26,1266000,SUCCESS
O-001538,C-00436,2025-06-29,1629000,SUCCESS
O-001539,C-00272,2025-06-19,3026000,SUCCESS
O-001540,C-00991,2025-06-29,3246000,SUCCESS
O-001541,C-00247,2025-06-30,2603000,SUCCESS
O-001542,C-01621,2025-06-26,1168000,SUCCESS
O-001543,C-01134,2025-06-29,4597000,SUCCESS
O-001544,C-01720,2025-06-16,2456000,SUCCESS
O-001545,C-01472,2025-06-20,4892000,SUCCESS
O-001546,C-01291,2025-06-26,313000,SUCCESS
O-001547,C-01159,2025-06-06,2119000,FAILED
O-001548,C-01158,2025-06-29,3508000,FAILED
O-001549,C-00197,2025-06-24,2401000,SUCCESS
O-001550,C-01200,2025-06-07,1552000,SUCCESS
O-001551,C-01697,2025-06-17,2082000,SUCCESS
O-001552,C-01919,2025-06-09,3944000,SUCCESS
O-001553,C-01113,2025-06-04,1744000,SUCCESS
O-001554,C-00590,2025-06-05,664000,SUCCESS
O-001555,C-00202,2025-06-11,362000,SUCCESS
O-001556,C-01080,2025-06-13,183000,SUCCESS
O-001557,C-00332,2025-06-24,3922000,SUCCESS
O-001558,C-00641,2025-06-08,2538000,SUCCESS
O-001559,C-01739,2025-06-14,4273000,SUCCESS
O-001560,C-00023,2025-06-30,1579000,FAILED
O-001561,C-00034,2025-06-27,4721000,SUCCESS
O-001562,C-00756,2025-06-28,1664000,SUCCESS
O-001563,C-01390,2025-06-10,1100000,SUCCESS
O-001564,C-00064,2025-06-19,961000,SUCCESS
O-001565,C-00055,2025-06-16,1655000,SUCCESS
O-001566,C-00755,2025-06-30,3228000,FAILED
O-001567,C-00467,2025-06-07,3603000,SUCCESS
O-001568,C-01372,2025-06-12,2190000,SUCCESS
O-001569,C-00788,2025-06-22,1305000,SUCCESS
O-001570,C-00127,2025-06-13,3393000,SUCCESS
O-001571,C-01385,2025-06-26,1750000,SUCCESS
O-001572,C-00287,2025-06-07,3174000,SUCCESS
O-001573,C-00940,2025-06-12,4879000,SUCCESS
O-001574,C-01667,2025-06-14,1242000,SUCCESS
O-001575,C-01012,2025-06-11,2995000,SUCCESS
O-001576,C-00673,2025-06-10,3463000,SUCCESS
O-001577,C-01941,2025-06-11,4304000,SUCCESS
O-001578,C-00448,2025-06-18,1098000,SUCCESS
O-001579,C-01507,2025-06-14,596000,FAILED
O-001580,C-00899,2025-06-15,1631000,SUCCESS
O-001581,C-00021,2025-06-05,3077000,FAILED
O-001582,C-01699,2025-06-18,3524000,FAILED
O-001583,C-01318,2025-06-20,1084000,SUCCESS
O-001584,C-01083,2025-06-13,1576000,SUCCESS
O-001585,C-01755,2025-06-18,2883000,FAILED
O-001586,C-00907,2025-06-01,601000,SUCCESS
O-001587,C-00778,2025-06-15,4383000,SUCCESS
O-001588,C-00547,2025-06-21,854000,SUCCESS
O-001589,C-01691,2025-06-06,4459000,SUCCESS
O-001590,C-01045,2025-06-17,2847000,SUCCESS
O-001591,C-00102,2025-06-07,2310000,SUCCESS
O-001592,C-00303,2025-06-12,4541000,FAILED
O-001593,C-01379,2025-06-23,3484000,SUCCESS
O-001594,C-00511,2025-06-17,3459000,SUCCESS
O-001595,C-00281,2025-06-29,2061000,SUCCESS
O-001596,C-01779,2025-06-03,4485000,FAILED
O-001597,C-00312,2025-06-10,3599000,SUCCESS
O-001598,C-01871,2025-06-27,3944000,SUCCESS
O-001599,C-01637,2025-06-04,2348000,SUCCESS
O-001600,C-01203,2025-06-10,3273000,SUCCESS
O-001601,C-01868,2025-06-10,1440000,SUCCESS
O-001602,C-00946,2025-06-19,2428000,SUCCESS
O-001603,C-01992,2025-06-20,1541000,SUCCESS
O-001604,C-00120,2025-06-05,783000,SUCCESS
O-001605,C-01451,2025-06-24,1895000,FAILED
O-001606,C-01671,2025-06-14,3456000,SUCCESS
O-001607,C-01572,2025-06-11,367000,SUCCESS
O-001608,C-00056,2025-06-03,1182000,SUCCESS
O-001609,C-00616,2025-06-11,1316000,SUCCESS
O-001610,C-01068,2025-06-11,2464000,SUCCESS
O-001611,C-01483,2025-06-16,3802000,FAILED
O-001612,C-01833,2025-06-03,1113000,SUCCESS
O-001613,C-01758,2025-06-08,3364000,SUCCESS
O-001614,C-01494,2025-06-26,1962000,SUCCESS
O-001615,C-01687,2025-06-15,2709000,SUCCESS
O-001616,C-01543,2025-06-04,4148000,SUCCESS
O-001617,C-01786,2025-06-17,3635000,SUCCESS
O-001618,C-01780,2025-06-08,1893000,SUCCESS
O-001619,C-00770,2025-06-14,4875000,SUCCESS
O-001620,C-00090,2025-06-24,484000,FAILED
O-001621,C-01443,2025-06-03,2158000,SUCCESS
O-001622,C-00168,2025-06-12,4839000,SUCCESS
O-001623,C-00122,2025-06-03,2828000,SUCCESS
O-001624,C-01300,2025-06-26,3165000,FAILED
O-001625,C-01496,2025-06-03,505000,SUCCESS
O-001626,C-00788,2025-06-08,4646000,SUCCESS
O-001627,C-00977,2025-06-15,647000,SUCCESS
O-001628,C-01234,2025-06-07,2843000,SUCCESS
O-001629,C-01664,2025-06-13,381000,FAILED
O-001630,C-01456,2025-06-11,478000,SUCCESS
O-001631,C-01680,2025-06-07,2310000,SUCCESS
O-001632,C-00348,2025-06-02,1528000,SUCCESS
O-001633,C-01921,2025-06-14,2757000,SUCCESS
O-001634,C-01975,2025-06-01,4581000,SUCCESS
O-001635,C-01522,2025-06-18,2335000,SUCCESS
O-001636,C-00575,2025-06-29,4436000,SUCCESS
O-001637,C-01920,2025-06-25,3490000,SUCCESS
O-001638,C-00550,2025-06-12,4402000,FAILED
O-001639,C-01172,2025-06-29,819000,SUCCESS
O-001640,C-00991,2025-06-22,1959000,SUCCESS
O-001641,C-00130,2025-06-03,1301000,SUCCESS
O-001642,C-01841,2025-06-06,4203000,FAILED
O-001643,C-00252,2025-06-19,3379000,SUCCESS
O-001644,C-01589,2025-06-09,1741000,SUCCESS
O-001645,C-01779,2025-06-02,1169000,SUCCESS
O-001646,C-00082,2025-06-17,2697000,SUCCESS
O-001647,C-01202,2025-06-04,776000,SUCCESS
O-001648,C-01897,2025-06-07,1335000,SUCCESS
O-001649,C-01985,2025-06-22,3198000,FAILED
O-001650,C-00110,2025-06-06,841000,SUCCESS
O-001651,C-00705,2025-06-15,3151000,SUCCESS
O-001652,C-01547,2025-06-30,753000,SUCCESS
O-001653,C-00004,2025-06-18,824000,SUCCESS
O-001654,C-00653,2025-06-12,1539000,SUCCESS
O-001655,C-01974,2025-06-27,4082000,SUCCESS
O-001656,C-00025,2025-06-30,988000,FAILED
O-001657,C-00263,2025-06-20,2879000,FAILED
O-001658,C-00824,2025-06-22,1025000,SUCCESS
O-001659,C-00681,2025-06-19,3684000,FAILED
O-001660,C-01105,2025-06-10,2796000,SUCCESS
O-001661,C-01638,2025-06-22,1129000,SUCCESS
O-001662,C-00618,2025-06-20,3848000,SUCCESS
O-001663,C-01469,2025-06-04,1531000,SUCCESS
O-001664,C-01157,2025-06-12,4176000,SUCCESS
O-001665,C-01169,2025-06-20,4780000,FAILED
O-001666,C-00323,2025-06-19,2155000,SUCCESS
O-001667,C-01259,2025-06-28,3969000,SUCCESS
O-001668,C-01242,2025-06-27,3567000,SUCCESS
O-001669,C-01227,2025-06-21,2798000,FAILED
O-001670,C-01504,2025-06-17,3079000,SUCCESS
O-001671,C-00028,2025-06-17,2951000,SUCCESS
O-001672,C-00816,2025-06-18,4200000,SUCCESS
O-001673,C-00190,2025-06-25,367000,SUCCESS
O-001674,C-00599,2025-06-06,396000,SUCCESS
O-001675,C-00901,2025-06-03,4551000,SUCCESS
O-001676,C-00672,2025-06-27,885000,SUCCESS
O-001677,C-01720,2025-06-09,4825000,SUCCESS
O-001678,C-01098,2025-06-23,485000,SUCCESS
O-001679,C-00580,2025-06-06,2274000,SUCCESS
O-001680,C-01331,2025-06-08,1199000,SUCCESS
O-001681,C-00086,2025-06-26,3564000,FAILED
O-001682,C-00438,2025-06-26,1895000,FAILED
O-001683,C-00442,2025-06-30,2551000,SUCCESS
O-001684,C-00674,2025-06-25,4558000,SUCCESS
O-001685,C-00727,2025-06-23,1970000,SUCCESS
O-001686,C-01423,2025-06-13,2252000,SUCCESS
O-001687,C-00611,2025-06-26,1714000,SUCCESS
O-001688,C-00282,2025-06-10,2912000,SUCCESS
O-001689,C-00802,2025-06-14,201000,SUCCESS
O-001690,C-00863,2025-06-10,4963000,SUCCESS
O-001691,C-01503,2025-06-14,1148000,SUCCESS
O-001692,C-00921,2025-06-16,1000000,SUCCESS
O-001693,C-00859,2025-06-09,3843000,SUCCESS
O-001694,C-01326,2025-06-20,3347000,SUCCESS
O-001695,C-00805,2025-06-14,915000,FAILED
O-001696,C-00816,2025-06-17,2739000,SUCCESS
O-001697,C-00408,2025-06-17,2222000,SUCCESS
O-001698,C-01296,2025-06-18,4648000,SUCCESS
O-001699,C-01739,2025-06-27,2340000,SUCCESS
O-001700,C-01268,2025-06-03,4409000,SUCCESS
O-001701,C-00234,2025-06-30,4714000,SUCCESS
O-001702,C-01297,2025-06-23,4466000,SUCCESS
O-001703,C-00626,2025-06-13,924000,SUCCESS
O-001704,C-00788,2025-06-09,3524000,SUCCESS
O-001705,C-01914,2025-06-15,4184000,SUCCESS
O-001706,C-01415,2025-06-19,198000,SUCCESS
O-001707,C-00528,2025-06-18,2615000,SUCCESS
O-001708,C-00049,2025-06-20,1618000,SUCCESS
O-001709,C-00455,2025-06-17,4886000,SUCCESS
O-001710,C-01540,2025-06-05,644000,FAILED
O-001711,C-00767,2025-06-10,2374000,SUCCESS
O-001712,C-01029,2025-06-19,1191000,SUCCESS
O-001713,C-00666,2025-06-21,2797000,SUCCESS
O-001714,C-00279,2025-06-14,965000,SUCCESS
O-001715,C-01288,2025-06-09,793000,SUCCESS
O-001716,C-00207,2025-06-30,2382000,FAILED
O-001717,C-00302,2025-06-17,3529000,SUCCESS
O-001718,C-00819,2025-06-18,3389000,SUCCESS
O-001719,C-01294,2025-06-30,1516000,SUCCESS
O-001720,C-00772,2025-06-19,3891000,SUCCESS
O-001721,C-00675,2025-06-10,1388000,SUCCESS
O-001722,C-01510,2025-06-11,2678000,SUCCESS
O-001723,C-00415,2025-06-16,2523000,SUCCESS
O-001724,C-00763,2025-06-21,1972000,SUCCESS
O-001725,C-00326,2025-06-04,2923000,SUCCESS
O-001726,C-01880,2025-06-30,537000,SUCCESS
O-001727,C-00732,2025-06-16,1201000,SUCCESS
O-001728,C-01497,2025-06-24,4055000,SUCCESS
O-001729,C-00791,2025-06-22,4459000,FAILED
O-001730,C-01779,2025-06-12,742000,SUCCESS
O-001731,C-00051,2025-06-04,2896000,SUCCESS
O-001732,C-01784,2025-06-19,608000,SUCCESS
O-001733,C-00911,2025-06-16,3981000,SUCCESS
O-001734,C-01781,2025-06-11,1752000,SUCCESS
O-001735,C-01788,2025-06-06,3685000,SUCCESS
O-001736,C-00437,2025-06-20,3800000,SUCCESS
O-001737,C-01203,2025-06-17,1489000,SUCCESS
O-001738,C-00985,2025-06-05,4473000,FAILED
O-001739,C-00647,2025-06-15,3872000,SUCCESS
O-001740,C-00500,2025-06-25,1040000,SUCCESS
O-001741,C-00413,2025-06-07,456000,SUCCESS
O-001742,C-00094,2025-06-19,3478000,SUCCESS
O-001743,C-00766,2025-06-15,109000,SUCCESS
O-001744,C-01706,2025-06-24,4768000,SUCCESS
O-001745,C-01186,2025-06-13,961000,SUCCESS
O-001746,C-00761,2025-06-19,3017000,SUCCESS
O-001747,C-01872,2025-06-07,1772000,SUCCESS
O-001748,C-00500,2025-06-08,3361000,SUCCESS
O-001749,C-00994,2025-06-21,1685000,SUCCESS
O-001750,C-00511,2025-06-09,2605000,SUCCESS
O-001751,C-00201,2025-06-15,3208000,SUCCESS
O-001752,C-00563,2025-06-07,398000,SUCCESS
O-001753,C-01389,2025-06-03,2501000,SUCCESS
O-001754,C-01499,2025-06-17,1788000,SUCCESS
O-001755,C-00053,2025-06-10,3382000,SUCCESS
O-001756,C-00869,2025-06-09,4115000,SUCCESS
O-001757,C-00019,2025-06-26,985000,SUCCESS
O-001758,C-01452,2025-06-24,1466000,SUCCESS
O-001759,C-00344,2025-06-09,3384000,SUCCESS
O-001760,C-01999,2025-06-25,1360000,SUCCESS
O-001761,C-00549,2025-06-22,2144000,SUCCESS
O-001762,C-00612,2025-06-19,3865000,SUCCESS
O-001763,C-00956,2025-06-06,2131000,SUCCESS
O-001764,C-00570,2025-06-10,3260000,SUCCESS
O-001765,C-00635,2025-06-01,2552000,FAILED
O-001766,C-01002,2025-06-25,4027000,SUCCESS
O-001767,C-00467,2025-06-04,3124000,FAILED
O-001768,C-00834,2025-06-03,4353000,SUCCESS
O-001769,C-00939,2025-06-27,977000,SUCCESS
O-001770,C-01408,2025-06-01,1492000,SUCCESS
O-001771,C-00359,2025-06-24,1021000,SUCCESS
O-001772,C-00677,2025-06-19,1339000,SUCCESS
O-001773,C-01657,2025-06-13,277000,SUCCESS
O-001774,C-00005,2025-06-03,4033000,SUCCESS
O-001775,C-01556,2025-06-07,2775000,SUCCESS
O-001776,C-01530,2025-06-16,4784000,FAILED
O-001777,C-01963,2025-06-07,3058000,SUCCESS
O-001778,C-01629,2025-06-28,4597000,SUCCESS
O-001779,C-01470,2025-06-19,878000,FAILED
O-001780,C-01883,2025-06-06,4496000,SUCCESS
O-001781,C-00334,2025-06-13,477000,SUCCESS
O-001782,C-01493,2025-06-02,1556000,SUCCESS
O-001783,C-00275,2025-06-05,2775000,SUCCESS
O-001784,C-01065,2025-06-28,3918000,SUCCESS
O-001785,C-00567,2025-06-20,692000,SUCCESS
O-001786,C-01463,2025-06-20,817000,SUCCESS
O-001787,C-01698,2025-06-25,1287000,FAILED
O-001788,C-01710,2025-06-11,3467000,SUCCESS
O-001789,C-01138,2025-06-09,1863000,SUCCESS
O-001790,C-00111,2025-06-27,2641000,SUCCESS
O-001791,C-01843,2025-06-09,1169000,SUCCESS
O-001792,C-00197,2025-06-25,3795000,SUCCESS
O-001793,C-01828,2025-06-12,577000,SUCCESS
O-001794,C-01326,2025-06-13,4314000,SUCCESS
O-001795,C-01196,2025-06-01,2241000,SUCCESS
O-001796,C-01965,2025-06-05,1929000,SUCCESS
O-001797,C-01512,2025-06-10,2776000,SUCCESS
O-001798,C-01093,2025-06-16,2812000,SUCCESS
O-001799,C-01485,2025-06-20,3940000,SUCCESS
O-001800,C-00198,2025-06-23,796000,SUCCESS
O-001801,C-00472,2025-06-27,1828000,SUCCESS
O-001802,C-01001,2025-06-30,3290000,SUCCESS
O-001803,C-00722,2025-06-19,2694000,SUCCESS
O-001804,C-00243,2025-06-13,2752000,SUCCESS
O-001805,C-00981,2025-06-18,2273000,SUCCESS
O-001806,C-01176,2025-06-10,888000,SUCCESS
O-001807,C-00664,2025-06-09,2585000,SUCCESS
O-001808,C-01223,2025-06-05,3861000,SUCCESS
O-001809,C-00768,2025-06-02,3545000,SUCCESS
O-001810,C-00652,2025-06-14,4479000,SUCCESS
O-001811,C-00013,2025-06-17,4668000,SUCCESS
O-001812,C-01940,2025-06-27,1228000,SUCCESS
O-001813,C-01559,2025-06-21,4074000,SUCCESS
O-001814,C-01394,2025-06-28,2237000,SUCCESS
O-001815,C-01829,2025-06-16,3741000,SUCCESS
O-001816,C-00281,2025-06-06,3839000,FAILED
O-001817,C-01904,2025-06-27,1955000,SUCCESS
O-001818,C-00084,2025-06-11,2031000,SUCCESS
O-001819,C-00807,2025-06-07,4041000,SUCCESS
O-001820,C-00009,2025-06-11,3999000,SUCCESS
O-001821,C-01999,2025-06-26,4623000,SUCCESS
O-001822,C-01375,2025-06-21,3715000,SUCCESS
O-001823,C-00894,2025-06-14,4133000,FAILED
O-001824,C-00361,2025-06-22,4049000,SUCCESS
O-001825,C-01058,2025-06-29,3341000,SUCCESS
O-001826,C-01703,2025-06-19,3856000,SUCCESS
O-001827,C-00339,2025-06-18,2675000,SUCCESS
O-001828,C-01930,2025-06-28,3366000,SUCCESS
O-001829,C-01388,2025-06-19,1140000,SUCCESS
O-001830,C-01099,2025-06-27,4063000,SUCCESS
O-001831,C-01499,2025-06-06,1763000,SUCCESS
O-001832,C-01106,2025-06-08,626000,FAILED
O-001833,C-00254,2025-06-14,4247000,SUCCESS
O-001834,C-01793,2025-06-09,1364000,SUCCESS
O-001835,C-01467,2025-06-11,3755000,SUCCESS
O-001836,C-00440,2025-06-26,3785000,SUCCESS
O-001837,C-01390,2025-06-21,4939000,SUCCESS
O-001838,C-01139,2025-06-02,1742000,SUCCESS
O-001839,C-00559,2025-06-26,1407000,SUCCESS
O-001840,C-01713,2025-06-22,1557000,SUCCESS
O-001841,C-01783,2025-06-27,4007000,SUCCESS
O-001842,C-00371,2025-06-06,4934000,SUCCESS
O-001843,C-00292,2025-06-17,212000,FAILED
O-001844,C-01209,2025-06-03,1289000,SUCCESS
O-001845,C-00975,2025-06-27,707000,SUCCESS
O-001846,C-01450,2025-06-02,4439000,SUCCESS
O-001847,C-01360,2025-06-11,1670000,SUCCESS
O-001848,C-00858,2025-06-01,1766000,SUCCESS
O-001849,C-00615,2025-06-15,3473000,SUCCESS
O-001850,C-00119,2025-06-06,2478000,SUCCESS
O-001851,C-01175,2025-06-15,2036000,SUCCESS
O-001852,C-01394,2025-06-22,3719000,SUCCESS
O-001853,C-01355,2025-06-01,4199000,SUCCESS
O-001854,C-00258,2025-06-10,1070000,SUCCESS
O-001855,C-01246,2025-06-22,2940000,SUCCESS
O-001856,C-00243,2025-06-08,1034000,SUCCESS
O-001857,C-01891,2025-06-06,1688000,SUCCESS
O-001858,C-01504,2025-06-26,3958000,SUCCESS
O-001859,C-00082,2025-06-21,4360000,FAILED
O-001860,C-01340,2025-06-08,2957000,FAILED
O-001861,C-01380,2025-06-27,1893000,FAILED
O-001862,C-00914,2025-06-27,4642000,SUCCESS
O-001863,C-01829,2025-06-21,2591000,SUCCESS
O-001864,C-00720,2025-06-24,3062000,SUCCESS
O-001865,C-01342,2025-06-16,2971000,SUCCESS
O-001866,C-00942,2025-06-11,4767000,SUCCESS
O-001867,C-00366,2025-06-15,1948000,SUCCESS
O-001868,C-00634,2025-06-02,3796000,SUCCESS
O-001869,C-00701,2025-06-08,922000,SUCCESS
O-001870,C-01850,2025-06-28,3969000,SUCCESS
O-001871,C-01333,2025-06-08,2766000,SUCCESS
O-001872,C-01644,2025-06-07,367000,SUCCESS
O-001873,C-01326,2025-06-17,159000,SUCCESS
O-001874,C-01710,2025-06-15,941000,FAILED
O-001875,C-00079,2025-06-05,2578000,SUCCESS
O-001876,C-00327,2025-06-20,4039000,SUCCESS
O-001877,C-00601,2025-06-01,3019000,SUCCESS
O-001878,C-00278,2025-06-27,4803000,SUCCESS
O-001879,C-01644,2025-06-10,4176000,SUCCESS
O-001880,C-01717,2025-06-16,3265000,SUCCESS
O-001881,C-00169,2025-06-01,4677000,SUCCESS
O-001882,C-01331,2025-06-04,132000,SUCCESS
O-001883,C-01345,2025-06-06,4592000,SUCCESS
O-001884,C-00376,2025-06-01,3834000,FAILED
O-001885,C-01766,2025-06-10,3945000,SUCCESS
O-001886,C-00660,2025-06-06,1199000,SUCCESS
O-001887,C-01128,2025-06-11,3661000,SUCCESS
O-001888,C-01318,2025-06-23,3493000,FAILED
O-001889,C-00042,2025-06-15,4530000,SUCCESS
O-001890,C-01501,2025-06-01,4244000,SUCCESS
O-001891,C-00567,2025-06-17,3329000,SUCCESS
O-001892,C-00205,2025-06-15,3111000,SUCCESS
O-001893,C-01048,2025-06-06,2811000,SUCCESS
O-001894,C-01323,2025-06-22,2940000,SUCCESS
O-001895,C-01012,2025-06-14,4720000,FAILED
O-001896,C-01411,2025-06-11,3673000,SUCCESS
O-001897,C-00141,2025-06-17,3418000,SUCCESS
O-001898,C-01740,2025-06-08,2214000,SUCCESS
O-001899,C-00353,2025-06-17,2480000,SUCCESS
O-001900,C-00685,2025-06-05,865000,SUCCESS
O-001901,C-00550,2025-06-23,845000,SUCCESS
O-001902,C-00594,2025-06-17,1475000,SUCCESS
O-001903,C-00085,2025-06-02,1711000,SUCCESS
O-001904,C-00637,2025-06-16,1038000,SUCCESS
O-001905,C-01919,2025-06-02,3732000,SUCCESS
O-001906,C-01447,2025-06-04,3173000,SUCCESS
O-001907,C-00761,2025-06-23,3710000,SUCCESS
O-001908,C-00535,2025-06-21,2742000,SUCCESS
O-001909,C-01694,2025-06-09,712000,SUCCESS
O-001910,C-01670,2025-06-08,1663000,FAILED
O-001911,C-00199,2025-06-20,4724000,SUCCESS
O-001912,C-01298,2025-06-20,1558000,SUCCESS
O-001913,C-00406,2025-06-14,4990000,SUCCESS
O-001914,C-00217,2025-06-22,850000,SUCCESS
O-001915,C-01858,2025-06-11,3940000,SUCCESS
O-001916,C-00351,2025-06-29,3238000,SUCCESS
O-001917,C-01461,2025-06-24,1240000,SUCCESS
O-001918,C-00748,2025-06-08,1419000,SUCCESS
O-001919,C-00742,2025-06-26,2219000,SUCCESS
O-001920,C-00543,2025-06-29,2060000,SUCCESS
O-001921,C-00621,2025-06-16,3505000,FAILED
O-001922,C-00818,2025-06-09,3283000,SUCCESS
O-001923,C-01409,2025-06-29,1738000,SUCCESS
O-001924,C-00121,2025-06-27,4388000,SUCCESS
O-001925,C-00959,2025-06-16,1765000,SUCCESS
O-001926,C-00538,2025-06-16,4049000,SUCCESS
O-001927,C-01775,2025-06-27,2434000,FAILED
O-001928,C-01407,2025-06-11,4469000,FAILED
O-001929,C-01710,2025-06-03,4513000,SUCCESS
O-001930,C-01341,2025-06-29,1119000,SUCCESS
O-001931,C-01829,2025-06-25,4484000,SUCCESS
O-001932,C-00857,2025-06-29,1053000,SUCCESS
O-001933,C-01850,2025-06-22,339000,SUCCESS
O-001934,C-00566,2025-06-01,159000,SUCCESS
O-001935,C-00528,2025-06-10,1958000,SUCCESS
O-001936,C-01635,2025-06-22,3894000,SUCCESS
O-001937,C-01436,2025-06-18,2254000,SUCCESS
O-001938,C-01218,2025-06-12,4187000,FAILED
O-001939,C-00374,2025-06-03,2284000,SUCCESS
O-001940,C-01536,2025-06-24,4891000,SUCCESS
O-001941,C-00216,2025-06-20,2487000,SUCCESS
O-001942,C-01263,2025-06-04,1720000,SUCCESS
O-001943,C-01909,2025-06-19,3910000,SUCCESS
O-001944,C-00847,2025-06-02,2151000,SUCCESS
O-001945,C-01407,2025-06-02,3079000,SUCCESS
O-001946,C-00697,2025-06-05,2043000,SUCCESS
O-001947,C-01793,2025-06-13,1143000,SUCCESS
O-001948,C-01214,2025-06-03,1105000,FAILED
O-001949,C-00269,2025-06-17,2842000,SUCCESS
O-001950,C-00552,2025-06-05,4620000,SUCCESS
O-001951,C-00052,2025-06-13,3062000,SUCCESS
O-001952,C-00598,2025-06-10,4854000,SUCCESS
O-001953,C-01247,2025-06-05,360000,SUCCESS
O-001954,C-01936,2025-06-03,2351000,SUCCESS
O-001955,C-00298,2025-06-26,1559000,SUCCESS
O-001956,C-00617,2025-06-28,3343000,SUCCESS
O-001957,C-01027,2025-06-27,1706000,SUCCESS
O-001958,C-01514,2025-06-25,4066000,SUCCESS
O-001959,C-01551,2025-06-15,3759000,SUCCESS
O-001960,C-01566,2025-06-01,4598000,SUCCESS
O-001961,C-00439,2025-06-29,3463000,SUCCESS
O-001962,C-00417,2025-06-17,4072000,SUCCESS
O-001963,C-01042,2025-06-18,3172000,SUCCESS
O-001964,C-01908,2025-06-01,3478000,SUCCESS
O-001965,C-00407,2025-06-16,2947000,SUCCESS
O-001966,C-00588,2025-06-22,2437000,SUCCESS
O-001967,C-01946,2025-06-24,3525000,SUCCESS
O-001968,C-01757,2025-06-17,3267000,SUCCESS
O-001969,C-01984,2025-06-06,4307000,SUCCESS
O-001970,C-01972,2025-06-02,3069000,SUCCESS
O-001971,C-01171,2025-06-20,1207000,SUCCESS
O-001972,C-01944,2025-06-26,1675000,SUCCESS
O-001973,C-01557,2025-06-02,1067000,SUCCESS
O-001974,C-01605,2025-06-16,4763000,SUCCESS
O-001975,C-01293,2025-06-29,1473000,SUCCESS
O-001976,C-01141,2025-06-30,4801000,SUCCESS
O-001977,C-00918,2025-06-11,4519000,SUCCESS
O-001978,C-01968,2025-06-02,3444000,SUCCESS
O-001979,C-01396,2025-06-03,1980000,SUCCESS
O-001980,C-00625,2025-06-06,3245000,SUCCESS
O-001981,C-00450,2025-06-18,3684000,SUCCESS
O-001982,C-00068,2025-06-14,2079000,SUCCESS
O-001983,C-00295,2025-06-30,3263000,SUCCESS
O-001984,C-01785,2025-06-01,2721000,SUCCESS
O-001985,C-00218,2025-06-14,4265000,SUCCESS
O-001986,C-00419,2025-06-14,4354000,SUCCESS
O-001987,C-01645,2025-06-17,4110000,SUCCESS
O-001988,C-01456,2025-06-08,1792000,SUCCESS
O-001989,C-01738,2025-06-01,3481000,SUCCESS
O-001990,C-00605,2025-06-19,3560000,SUCCESS
O-001991,C-01657,2025-06-19,2312000,SUCCESS
O-001992,C-00586,2025-06-20,2324000,FAILED
O-001993,C-01379,2025-06-04,3001000,SUCCESS
O-001994,C-00962,2025-06-11,413000,SUCCESS
O-001995,C-01426,2025-06-17,2209000,SUCCESS
O-001996,C-01059,2025-06-09,1088000,SUCCESS
O-001997,C-01810,2025-06-30,3987000,SUCCESS
O-001998,C-01726,2025-06-03,3456000,SUCCESS
O-001999,C-00665,2025-06-28,1747000,SUCCESS
O-002000,C-00596,2025-06-01,4506000,SUCCESS
O-002001,C-01875,2025-06-06,531000,SUCCESS
O-002002,C-00923,2025-06-11,573000,SUCCESS
O-002003,C-00683,2025-06-20,3913000,SUCCESS
O-002004,C-01400,2025-06-20,4918000,SUCCESS
O-002005,C-00042,2025-06-19,2616000,SUCCESS
O-002006,C-00248,2025-06-06,3605000,SUCCESS
O-002007,C-00565,2025-06-07,4547000,SUCCESS
O-002008,C-00124,2025-06-08,4161000,SUCCESS
O-002009,C-01763,2025-06-12,4909000,SUCCESS
O-002010,C-01300,2025-06-14,973000,SUCCESS
O-002011,C-00232,2025-06-05,1116000,FAILED
O-002012,C-01288,2025-06-30,3920000,SUCCESS
O-002013,C-00348,2025-06-09,1336000,SUCCESS
O-002014,C-01821,2025-06-18,3989000,SUCCESS
O-002015,C-00219,2025-06-14,1414000,SUCCESS
O-002016,C-01738,2025-06-20,2895000,SUCCESS
O-002017,C-01955,2025-06-23,1956000,SUCCESS
O-002018,C-01493,2025-06-22,443000,SUCCESS
O-002019,C-01146,2025-06-10,4037000,SUCCESS
O-002020,C-01170,2025-06-22,4338000,SUCCESS
